"x1" "x2" "x3" "y"
1.32542337756604 -2.53345977840945 "A" 17.4827117809645
2.25463915849105 2.06228189030662 "B" 9.99484439649385
1.56589396996424 -2.95911789312959 "B" 21.0856728212298
2.31674739718437 -0.892894774675369 "A" 13.880582157825
-0.261114239227027 1.11636619269848 "B" 8.79557358439249
-2.00176928937435 -1.47548103611916 "A" 3.9062366672703
-1.04942767973989 -1.95522410050035 "A" 8.91905412127051
0.0553460139781237 1.2426789868623 "B" 6.80551588884035
1.36623152252287 2.99740144517273 "A" 9.23700250308239
2.93842162750661 2.69805584801361 "A" 12.5826702563852
-2.79278738982975 -0.388315899297595 "B" 2.95657164885385
-2.08575905906036 2.34964070795104 "B" 1.68862860492197
1.4141097147949 0.523451398126781 "B" 8.2819152124509
-2.99318048078567 -0.936979384627193 "A" 4.06970984870133
-0.652779988478869 1.85725366696715 "B" 2.30597635031647
-0.225032075308263 0.250147702172399 "B" 7.87765454435703
-0.671136110555381 -2.90508800558746 "A" 10.6221333688147
-0.585089149419218 1.42604249110445 "A" 2.68506381515641
-1.92621849104762 -0.554465975146741 "B" 4.4181257780957
2.70995252206922 1.54542875709012 "A" 11.2174583665201
-0.277631560340524 -2.86301022302359 "B" 14.2466913662943
-1.03948554815724 -2.07166254054755 "B" 8.96002643916976
2.79249194031581 -2.34926326526329 "B" 29.2644092868853
1.2448912630789 -1.31625395966694 "A" 13.9558561798904
0.867255819495767 1.80784997949377 "A" 10.0618711478993
-0.661029090173542 2.11402582749724 "B" 4.60943928670076
1.19126183632761 -0.111252409871668 "A" 10.7193647282803
0.264347186777741 1.62231857702136 "A" 4.76799802970779
-1.64119692798704 0.940573694184422 "A" 2.37745006999569
-0.0926534696482122 0.104115975089371 "B" 3.22016570536518
1.75804301910102 1.67156626470387 "B" 9.70307371092637
-2.96407422283664 1.1556512969546 "A" 1.95221411026314
-1.87372532486916 1.84234083630145 "B" 0.99437692452983
1.09100173925981 -1.71444755746052 "A" 10.7589864962979
-0.779375258367509 -2.37110744370148 "A" 11.14526579904
-0.830246579367667 -1.68837184505537 "B" 3.58686653736257
2.21276939101517 -0.376152052078396 "A" 15.6002986038573
2.42492799460888 -2.73727743001655 "B" 21.9410267279318
0.704547393601388 -1.1747120465152 "B" 12.6805056359212
-2.19581019273028 1.36033157631755 "A" 3.357942209257
1.69315968314186 0.961226051207632 "B" 7.43491183374416
-0.424807080533355 -1.58737602923065 "B" 6.73375348603681
2.56364384992048 1.28226076578721 "B" 8.69138301340417
1.63945934828371 2.0620905328542 "A" 7.62634271795829
-1.44191251974553 1.59660497680306 "A" 2.44074152890849
-1.07265195949003 1.76106479438022 "B" 3.29546486962459
-2.63882905617356 -0.965798770543188 "B" 2.33935655740441
-2.73926127701998 -1.11435291543603 "A" 3.16442955342262
-2.66967709036544 0.0995838521048427 "A" 2.97211693324028
0.753256781492382 0.0291959024034441 "B" 5.96012379261946
2.78682173229754 0.532409811392426 "B" 13.71071986712
1.96381721366197 2.83339162403718 "B" 8.72590230240102
-1.10983058111742 1.70511651132256 "A" 5.30426000514541
-1.72184729436412 0.84429411124438 "A" 4.41620777753805
1.39497671322897 -0.983908340334892 "A" 13.9097845861512
-0.00455387681722641 -2.46836941782385 "B" 7.91086342251133
1.37863183021545 -0.860337709542364 "A" 12.5016591270776
-2.51798373414204 0.0290628536604345 "A" 2.28882166884594
-0.38681709067896 -2.76832550531253 "A" 9.66200242314391
-1.58051727991551 -0.252148678991944 "A" 2.56656015051539
1.74940679082647 -0.436872008722275 "A" 15.0072566671569
-1.44789409870282 2.87596922647208 "B" 1.91179899449362
2.91590299084783 1.78863067226484 "A" 11.5842681245139
1.54124246165156 -0.767648189328611 "A" 16.8185270003654
2.87866948312148 -1.32879285514355 "A" 28.0276692039774
-1.68631296465173 -2.66288236621767 "A" 8.494238597963
2.69224309874699 -0.841063025873154 "A" 12.7083809394725
-2.10325232287869 0.885194451548159 "B" 2.92998883310432
0.602141824085265 2.89648719783872 "B" 3.923312560975
2.67858451092616 2.87719992036 "A" 8.22185538466156
1.13012014143169 1.44401751318946 "B" 7.75128521842432
0.033202338963747 -2.81136280484498 "A" 13.0634019502943
-0.762382531072944 -0.73560785735026 "A" 7.06627635548163
-0.985169769264758 -0.423435083124787 "B" 4.24028026873211
-2.71049188496545 2.2924792226404 "A" 1.12266302397455
0.713685234077275 0.947465260047466 "A" 8.20855140894791
2.76868375064805 1.26085070567206 "B" 10.6111248615087
0.929763057734817 -0.350064103491604 "A" 11.9856476249003
0.0617519491352141 -0.128606338519603 "B" 9.35121804169965
-2.09941073600203 -2.59174265898764 "A" 5.35458881340677
2.22268728213385 2.89985508145764 "B" 5.98570998865127
0.0866500670090318 1.58401792449877 "B" 6.56453682600721
-2.94811251852661 -0.446679718326777 "B" 3.33648661012868
-2.88483140710741 -1.90787838539109 "B" 3.21960241715118
-2.13292859075591 0.236008399631828 "A" 3.44597629208998
-1.16980947135016 -2.31617664266378 "B" 7.47525204621172
1.9539411761798 2.83174638357013 "B" 8.76475278781726
0.0140678538009524 -2.47158978972584 "A" 15.0967764269392
1.82143575511873 2.68524019606411 "B" 8.49107639053338
-2.63616010732949 -2.92603497812524 "B" 5.3032044519514
2.56773081840947 2.89097072929144 "A" 6.74863341565216
1.84907130617648 2.00784998713061 "B" 6.58785448409199
-2.52711996110156 -1.53363246610388 "B" 5.10442739483221
